filename,width,height,class,xmin,ymin,xmax,ymax
frame0084.png,640,360,robot,251,125,276,165
frame0084.png,640,360,robot,161,120,193,177
frame0084.png,640,360,robot,586,22,640,360
frame0084.png,640,360,robot,470,92,508,170
frame0084.png,640,360,ball,451,157,469,175
frame0085.png,640,360,robot,250,122,276,163
frame0085.png,640,360,robot,161,109,193,166
frame0085.png,640,360,robot,574,51,640,360
frame0085.png,640,360,robot,468,110,506,188
frame0085.png,640,360,ball,449,173,467,191
frame0086.png,640,360,robot,247,134,273,175
frame0086.png,640,360,robot,161,121,193,178
frame0086.png,640,360,robot,574,59,640,360
frame0086.png,640,360,robot,466,116,504,194
frame0086.png,640,360,ball,447,180,465,198
frame0087.png,640,360,robot,244,124,270,165
frame0087.png,640,360,robot,156,107,188,164
frame0087.png,640,360,robot,561,69,640,360
frame0087.png,640,360,robot,460,118,498,196
frame0087.png,640,360,ball,441,180,459,198
frame0088.png,640,360,robot,245,139,271,180
frame0088.png,640,360,robot,159,130,191,187
frame0088.png,640,360,robot,576,70,640,360
frame0088.png,640,360,robot,464,122,502,200
frame0088.png,640,360,ball,447,185,465,203
frame0089.png,640,360,robot,233,142,259,183
frame0089.png,640,360,robot,446,122,484,200
frame0089.png,640,360,ball,431,186,449,204
frame0090.png,640,360,robot,228,135,254,176
frame0090.png,640,360,robot,141,125,169,180
frame0090.png,640,360,robot,444,124,482,202
frame0090.png,640,360,ball,426,186,444,204
frame0091.png,640,360,robot,229,141,255,182
frame0091.png,640,360,robot,141,129,169,184
frame0091.png,640,360,robot,444,126,482,204
frame0091.png,640,360,ball,427,189,445,207
frame0092.png,640,360,robot,226,142,252,183
frame0092.png,640,360,robot,140,133,168,188
frame0092.png,640,360,robot,444,126,482,204
frame0092.png,640,360,ball,425,189,443,207
frame0093.png,640,360,robot,221,142,247,181
frame0093.png,640,360,robot,133,132,161,187
frame0093.png,640,360,robot,438,126,476,204
frame0093.png,640,360,ball,421,189,439,207
frame0094.png,640,360,robot,226,144,252,183
frame0094.png,640,360,robot,138,134,166,189
frame0094.png,640,360,robot,442,126,480,204
frame0094.png,640,360,ball,425,188,443,206
frame0095.png,640,360,robot,228,143,254,182
frame0095.png,640,360,robot,141,135,169,190
frame0095.png,640,360,robot,446,120,484,198
frame0095.png,640,360,ball,428,185,446,203
frame0096.png,640,360,robot,229,143,255,182
frame0096.png,640,360,robot,142,134,170,189
frame0096.png,640,360,robot,446,120,484,198
frame0096.png,640,360,ball,428,185,446,203
frame0097.png,640,360,robot,228,141,254,180
frame0097.png,640,360,robot,142,134,170,189
frame0097.png,640,360,robot,446,120,484,198
frame0097.png,640,360,ball,428,185,446,203
frame0098.png,640,360,robot,232,140,258,179
frame0098.png,640,360,robot,145,132,173,187
frame0098.png,640,360,robot,446,120,486,198
frame0098.png,640,360,ball,432,182,450,200
frame0099.png,640,360,robot,233,134,259,173
frame0099.png,640,360,robot,146,123,174,178
frame0099.png,640,360,robot,450,116,490,194
frame0099.png,640,360,ball,434,178,452,196
frame0100.png,640,360,robot,238,127,264,166
frame0100.png,640,360,robot,150,117,178,172
frame0100.png,640,360,robot,452,108,492,186
frame0100.png,640,360,ball,438,173,456,191
frame0101.png,640,360,robot,238,128,264,167
frame0101.png,640,360,robot,152,116,180,171
frame0101.png,640,360,robot,456,108,496,186
frame0101.png,640,360,ball,439,173,457,191
frame0102.png,640,360,robot,237,121,263,160
frame0102.png,640,360,robot,150,107,179,162
frame0102.png,640,360,robot,454,108,494,186
frame0102.png,640,360,ball,438,171,456,189
frame0103.png,640,360,robot,241,125,267,164
frame0103.png,640,360,robot,153,110,182,165
frame0103.png,640,360,robot,456,110,496,188
frame0103.png,640,360,ball,441,174,459,192
frame0104.png,640,360,robot,245,123,271,162
frame0104.png,640,360,robot,158,112,187,167
frame0104.png,640,360,robot,464,110,504,188
frame0104.png,640,360,ball,446,171,464,189
frame0105.png,640,360,robot,242,122,268,161
frame0105.png,640,360,robot,155,110,184,165
frame0105.png,640,360,robot,463,112,501,187
frame0105.png,640,360,ball,444,171,462,189
frame0106.png,640,360,robot,242,124,268,163
frame0106.png,640,360,robot,154,111,183,166
frame0106.png,640,360,robot,461,112,499,187
frame0106.png,640,360,ball,442,172,460,190
frame0107.png,640,360,robot,240,128,266,167
frame0107.png,640,360,robot,153,114,182,169
frame0107.png,640,360,robot,459,114,497,189
frame0107.png,640,360,ball,442,177,460,195
frame0108.png,640,360,robot,244,129,270,168
frame0108.png,640,360,robot,158,116,187,171
frame0108.png,640,360,robot,462,117,500,192
frame0108.png,640,360,ball,445,177,463,195
frame0109.png,640,360,robot,245,127,271,166
frame0109.png,640,360,robot,160,116,189,171
frame0109.png,640,360,robot,464,116,502,191
frame0109.png,640,360,ball,448,174,466,192
frame0110.png,640,360,robot,243,126,269,165
frame0110.png,640,360,robot,157,113,186,168
frame0110.png,640,360,robot,464,114,502,189
frame0110.png,640,360,ball,445,173,463,191
frame0111.png,640,360,robot,243,126,269,165
frame0111.png,640,360,robot,158,115,187,170
frame0111.png,640,360,robot,464,115,502,190
frame0111.png,640,360,ball,446,175,464,193
frame0112.png,640,360,robot,245,127,271,166
frame0112.png,640,360,robot,160,116,189,171
frame0112.png,640,360,robot,465,115,503,190
frame0112.png,640,360,ball,447,175,465,193
frame0113.png,640,360,robot,251,127,277,166
frame0113.png,640,360,robot,167,118,196,173
frame0113.png,640,360,robot,473,113,511,188
frame0113.png,640,360,ball,456,173,474,191
frame0114.png,640,360,robot,254,124,280,163
frame0114.png,640,360,robot,170,113,199,168
frame0114.png,640,360,robot,477,109,515,184
frame0114.png,640,360,ball,458,170,476,188
frame0115.png,640,360,robot,256,121,282,160
frame0115.png,640,360,robot,171,109,200,164
frame0115.png,640,360,robot,479,107,517,182
frame0115.png,640,360,ball,460,167,478,185
frame0116.png,640,360,robot,256,121,282,160
frame0116.png,640,360,robot,171,110,200,165
frame0116.png,640,360,robot,479,107,517,182
frame0116.png,640,360,ball,460,167,478,185
frame0117.png,640,360,robot,255,123,281,162
frame0117.png,640,360,robot,170,111,199,166
frame0117.png,640,360,robot,476,107,514,182
frame0117.png,640,360,ball,458,169,476,187
frame0118.png,640,360,robot,257,124,283,163
frame0118.png,640,360,robot,170,113,199,168
frame0118.png,640,360,robot,476,107,514,182
frame0118.png,640,360,ball,460,169,478,187
frame0119.png,640,360,robot,254,124,280,163
frame0119.png,640,360,robot,169,114,198,169
frame0119.png,640,360,robot,476,107,514,182
frame0119.png,640,360,ball,458,169,476,187
frame0120.png,640,360,robot,255,124,281,163
frame0120.png,640,360,robot,169,115,198,170
frame0120.png,640,360,robot,476,107,514,182
frame0120.png,640,360,ball,458,171,476,189
frame0121.png,640,360,robot,255,125,281,164
frame0121.png,640,360,robot,169,115,198,170
frame0121.png,640,360,robot,476,111,514,186
frame0121.png,640,360,ball,458,173,476,191
frame0122.png,640,360,robot,255,127,281,166
frame0122.png,640,360,robot,169,117,198,172
frame0122.png,640,360,robot,476,111,514,186
frame0122.png,640,360,ball,458,173,476,191
frame0123.png,640,360,robot,254,129,280,168
frame0123.png,640,360,robot,169,118,198,173
frame0123.png,640,360,robot,476,111,514,186
frame0123.png,640,360,ball,458,174,476,192
frame0124.png,640,360,robot,259,129,285,168
frame0124.png,640,360,robot,172,117,201,172
frame0124.png,640,360,robot,477,111,515,186
frame0124.png,640,360,ball,462,172,480,190
frame0125.png,640,360,robot,259,126,285,165
frame0125.png,640,360,robot,173,116,202,171
frame0125.png,640,360,robot,477,111,515,186
frame0125.png,640,360,ball,461,171,479,189
frame0126.png,640,360,robot,259,129,285,168
frame0126.png,640,360,robot,173,117,202,172
frame0126.png,640,360,robot,477,112,515,187
frame0126.png,640,360,ball,463,174,481,192
frame0127.png,640,360,robot,260,128,286,167
frame0127.png,640,360,robot,173,118,202,173
frame0127.png,640,360,robot,478,113,516,188
frame0127.png,640,360,ball,464,175,482,193
frame0128.png,640,360,robot,260,126,286,165
frame0128.png,640,360,robot,174,117,203,172
frame0128.png,640,360,robot,478,113,516,188
frame0128.png,640,360,ball,464,171,482,189
frame0129.png,640,360,robot,260,124,286,163
frame0129.png,640,360,robot,175,114,204,169
frame0129.png,640,360,robot,483,109,521,184
frame0129.png,640,360,ball,466,168,484,186
frame0130.png,640,360,robot,260,124,286,163
frame0130.png,640,360,robot,175,111,204,166
frame0130.png,640,360,robot,483,110,521,185
frame0130.png,640,360,ball,465,169,483,187
frame0131.png,640,360,robot,260,125,286,164
frame0131.png,640,360,robot,175,113,204,168
frame0131.png,640,360,robot,483,111,521,186
frame0131.png,640,360,ball,464,171,482,189
frame0132.png,640,360,robot,260,126,286,165
frame0132.png,640,360,robot,175,113,204,168
frame0132.png,640,360,robot,482,112,520,187
frame0132.png,640,360,ball,463,173,481,191
frame0133.png,640,360,robot,260,126,286,165
frame0133.png,640,360,robot,174,114,203,169
frame0133.png,640,360,robot,482,112,520,187
frame0133.png,640,360,ball,464,173,482,191
frame0134.png,640,360,robot,261,126,287,165
frame0134.png,640,360,robot,176,115,205,170
frame0134.png,640,360,robot,483,113,521,188
frame0134.png,640,360,ball,464,174,482,192
frame0135.png,640,360,robot,261,129,287,168
frame0135.png,640,360,robot,176,117,205,172
frame0135.png,640,360,robot,483,115,521,190
frame0135.png,640,360,ball,464,177,482,195
frame0136.png,640,360,robot,260,131,286,170
frame0136.png,640,360,robot,176,118,205,173
frame0136.png,640,360,robot,481,116,519,191
frame0136.png,640,360,ball,463,176,481,194
frame0137.png,640,360,robot,259,129,285,168
frame0137.png,640,360,robot,173,117,202,172
frame0137.png,640,360,robot,480,116,518,191
frame0137.png,640,360,ball,462,174,480,192
frame0138.png,640,360,robot,259,127,285,166
frame0138.png,640,360,robot,174,115,203,170
frame0138.png,640,360,robot,481,113,519,188
frame0138.png,640,360,ball,463,173,481,191
frame0139.png,640,360,robot,259,128,285,167
frame0139.png,640,360,robot,174,116,203,171
frame0139.png,640,360,robot,481,115,519,190
frame0139.png,640,360,ball,463,174,481,192
frame0140.png,640,360,robot,261,128,287,167
frame0140.png,640,360,robot,174,116,203,171
frame0140.png,640,360,robot,480,116,518,191
frame0140.png,640,360,ball,462,175,480,193
frame0141.png,640,360,robot,257,128,283,167
frame0141.png,640,360,robot,174,116,203,171
frame0141.png,640,360,robot,478,115,516,190
frame0141.png,640,360,ball,460,174,478,192
frame0142.png,640,360,robot,258,127,284,166
frame0142.png,640,360,robot,173,116,202,171
frame0142.png,640,360,robot,478,112,516,187
frame0142.png,640,360,ball,460,173,478,191
frame0143.png,640,360,robot,258,126,284,165
frame0143.png,640,360,robot,173,115,202,170
frame0143.png,640,360,robot,481,112,519,187
frame0143.png,640,360,ball,461,171,479,189
frame0144.png,640,360,robot,258,125,284,164
frame0144.png,640,360,robot,173,114,202,169
frame0144.png,640,360,robot,480,110,518,185
frame0144.png,640,360,ball,461,170,479,188
frame0145.png,640,360,robot,258,126,284,165
frame0145.png,640,360,robot,173,114,202,169
frame0145.png,640,360,robot,481,110,519,185
frame0145.png,640,360,ball,463,169,481,187
frame0146.png,640,360,robot,258,125,284,164
frame0146.png,640,360,robot,172,114,201,169
frame0146.png,640,360,robot,479,110,517,185
frame0146.png,640,360,ball,462,169,480,187
frame0147.png,640,360,robot,258,125,284,164
frame0147.png,640,360,robot,173,113,202,168
frame0147.png,640,360,robot,479,107,517,182
frame0147.png,640,360,ball,462,167,480,185
frame0148.png,640,360,robot,258,125,284,164
frame0148.png,640,360,robot,173,113,202,168
frame0148.png,640,360,robot,479,107,517,182
frame0148.png,640,360,ball,462,167,480,185
frame0149.png,640,360,robot,258,125,284,164
frame0149.png,640,360,robot,173,114,202,169
frame0149.png,640,360,robot,479,108,517,183
frame0149.png,640,360,ball,462,167,480,185
frame0150.png,640,360,robot,258,125,284,164
frame0150.png,640,360,robot,173,113,202,168
frame0150.png,640,360,robot,479,108,517,183
frame0150.png,640,360,ball,462,167,480,185
frame0151.png,640,360,robot,258,124,284,163
frame0151.png,640,360,robot,173,113,202,168
frame0151.png,640,360,robot,479,108,517,183
frame0151.png,640,360,ball,462,167,480,185
frame0152.png,640,360,robot,258,123,284,162
frame0152.png,640,360,robot,173,112,202,167
frame0152.png,640,360,robot,479,106,517,181
frame0152.png,640,360,ball,462,166,480,184
frame0153.png,640,360,robot,258,121,284,160
frame0153.png,640,360,robot,173,111,202,166
frame0153.png,640,360,robot,480,106,518,181
frame0153.png,640,360,ball,462,166,480,184
frame0154.png,640,360,robot,258,121,284,160
frame0154.png,640,360,robot,172,110,201,165
frame0154.png,640,360,robot,479,106,517,181
frame0154.png,640,360,ball,461,165,479,183
frame0155.png,640,360,robot,258,121,284,160
frame0155.png,640,360,robot,171,110,200,165
frame0155.png,640,360,robot,479,106,517,181
frame0155.png,640,360,ball,461,165,479,183
frame0156.png,640,360,robot,258,121,284,160
frame0156.png,640,360,robot,171,110,200,165
frame0156.png,640,360,robot,479,106,517,181
frame0156.png,640,360,ball,461,165,479,183
frame0157.png,640,360,robot,258,121,284,160
frame0157.png,640,360,robot,171,110,200,165
frame0157.png,640,360,robot,479,103,517,178
frame0157.png,640,360,ball,461,162,479,180
frame0158.png,640,360,robot,258,121,284,160
frame0158.png,640,360,robot,172,110,201,165
frame0158.png,640,360,robot,482,102,520,177
frame0158.png,640,360,ball,463,162,481,180
frame0159.png,640,360,robot,258,120,284,159
frame0159.png,640,360,robot,173,110,202,165
frame0159.png,640,360,robot,482,102,520,177
frame0159.png,640,360,ball,464,163,482,181
frame0160.png,640,360,robot,258,120,284,159
frame0160.png,640,360,robot,174,110,203,165
frame0160.png,640,360,robot,482,102,520,177
frame0160.png,640,360,ball,464,163,482,181
frame0161.png,640,360,robot,262,118,288,157
frame0161.png,640,360,robot,175,110,204,165
frame0161.png,640,360,robot,601,102,640,360
frame0161.png,640,360,robot,485,101,523,176
frame0161.png,640,360,ball,467,160,485,178
frame0162.png,640,360,robot,265,118,291,157
frame0162.png,640,360,robot,177,110,206,165
frame0162.png,640,360,robot,604,110,640,360
frame0162.png,640,360,robot,489,100,527,175
frame0162.png,640,360,ball,470,159,488,177
frame0163.png,640,360,robot,267,116,293,155
frame0163.png,640,360,robot,180,108,209,163
frame0163.png,640,360,robot,600,111,640,360
frame0163.png,640,360,robot,488,89,530,175
frame0163.png,640,360,ball,471,158,489,176
frame0164.png,640,360,robot,268,115,294,154
frame0164.png,640,360,robot,182,106,211,161
frame0164.png,640,360,robot,598,121,640,360
frame0164.png,640,360,robot,488,91,530,172
frame0164.png,640,360,ball,473,157,491,175
frame0165.png,640,360,robot,268,115,294,154
frame0165.png,640,360,robot,183,106,212,161
frame0165.png,640,360,robot,602,106,640,360
frame0165.png,640,360,robot,494,97,532,172
frame0165.png,640,360,ball,475,157,493,175
frame0166.png,640,360,robot,270,115,296,154
frame0166.png,640,360,robot,183,106,212,161
frame0166.png,640,360,robot,602,111,640,360
frame0166.png,640,360,robot,494,97,532,172
frame0166.png,640,360,ball,475,157,493,175
frame0167.png,640,360,robot,270,115,296,154
frame0167.png,640,360,robot,183,107,212,162
frame0167.png,640,360,robot,599,112,640,360
frame0167.png,640,360,robot,494,97,532,172
frame0167.png,640,360,ball,475,157,493,175
frame0168.png,640,360,robot,270,115,296,154
frame0168.png,640,360,robot,183,106,212,161
frame0168.png,640,360,robot,600,134,640,360
frame0168.png,640,360,robot,494,96,532,171
frame0168.png,640,360,ball,473,156,491,174
frame0169.png,640,360,robot,268,115,294,154
frame0169.png,640,360,robot,181,107,210,162
frame0169.png,640,360,robot,493,97,531,172
frame0169.png,640,360,ball,472,157,490,175
frame0170.png,640,360,robot,267,115,293,154
frame0170.png,640,360,robot,181,105,210,160
frame0170.png,640,360,robot,493,94,531,169
frame0170.png,640,360,ball,473,156,491,174
frame0171.png,640,360,robot,268,114,294,153
frame0171.png,640,360,robot,182,103,211,158
frame0171.png,640,360,robot,491,91,529,166
frame0171.png,640,360,ball,474,155,492,173
frame0172.png,640,360,robot,277,109,303,148
frame0172.png,640,360,robot,191,98,220,153
frame0172.png,640,360,ball,483,150,501,168
frame0173.png,640,360,robot,289,101,315,140
frame0173.png,640,360,robot,205,91,234,146
frame0173.png,640,360,ball,499,145,517,163
frame0174.png,640,360,robot,293,97,319,136
frame0174.png,640,360,robot,209,88,238,143
frame0174.png,640,360,ball,504,141,523,160
frame0175.png,640,360,robot,304,86,330,125
frame0175.png,640,360,robot,219,77,248,132
frame0175.png,640,360,ball,517,126,536,145
frame0176.png,640,360,robot,286,101,311,140
frame0176.png,640,360,robot,200,88,229,143
frame0176.png,640,360,robot,515,91,551,166
frame0176.png,640,360,ball,493,149,512,168
frame0177.png,640,360,robot,290,101,315,143
frame0177.png,640,360,robot,205,91,234,146
frame0177.png,640,360,robot,522,91,559,167
frame0177.png,640,360,ball,500,150,519,169
frame0178.png,640,360,robot,296,102,322,145
frame0178.png,640,360,robot,211,94,240,149
frame0178.png,640,360,robot,530,90,567,166
frame0178.png,640,360,ball,508,149,527,168
frame0179.png,640,360,robot,291,102,317,145
frame0179.png,640,360,robot,204,95,233,150
frame0179.png,640,360,robot,519,86,556,162
frame0179.png,640,360,ball,502,147,521,166
frame0180.png,640,360,robot,283,106,309,149
frame0180.png,640,360,robot,196,100,225,155
frame0180.png,640,360,robot,512,86,549,162
frame0180.png,640,360,ball,495,147,514,166
frame0181.png,640,360,robot,282,105,308,148
frame0181.png,640,360,robot,197,99,226,154
frame0181.png,640,360,robot,510,80,548,157
frame0181.png,640,360,ball,495,142,514,161
frame0182.png,640,360,robot,278,102,304,145
frame0182.png,640,360,robot,194,98,223,153
frame0182.png,640,360,robot,510,79,548,156
frame0182.png,640,360,ball,493,139,512,158
frame0183.png,640,360,robot,274,97,300,140
frame0183.png,640,360,robot,188,93,217,148
frame0183.png,640,360,robot,503,75,541,152
frame0183.png,640,360,ball,487,134,506,153
frame0184.png,640,360,robot,269,98,295,141
frame0184.png,640,360,robot,182,93,211,148
frame0184.png,640,360,robot,496,73,534,150
frame0184.png,640,360,ball,482,133,501,152
frame0185.png,640,360,robot,264,102,290,145
frame0185.png,640,360,robot,178,98,207,153
frame0185.png,640,360,robot,488,76,526,153
frame0185.png,640,360,ball,478,137,497,156
frame0186.png,640,360,robot,266,104,292,147
frame0186.png,640,360,robot,179,98,208,153
frame0186.png,640,360,robot,486,80,527,158
frame0186.png,640,360,ball,479,142,498,161
frame0187.png,640,360,robot,266,104,292,147
frame0187.png,640,360,robot,181,98,210,153
frame0187.png,640,360,robot,488,79,529,157
frame0187.png,640,360,ball,480,140,499,159
frame0188.png,640,360,robot,269,104,295,147
frame0188.png,640,360,robot,182,99,211,154
frame0188.png,640,360,robot,492,83,533,161
frame0188.png,640,360,ball,483,143,502,162
frame0189.png,640,360,robot,273,107,299,150
frame0189.png,640,360,robot,186,100,215,155
frame0189.png,640,360,robot,494,86,535,164
frame0189.png,640,360,ball,486,146,505,165
frame0190.png,640,360,robot,281,105,307,148
frame0190.png,640,360,robot,195,103,224,158
frame0190.png,640,360,robot,500,77,541,155
frame0190.png,640,360,ball,496,138,515,157
frame0191.png,640,360,robot,278,104,304,147
frame0191.png,640,360,robot,192,102,221,157
frame0191.png,640,360,robot,499,76,540,154
frame0191.png,640,360,ball,494,135,513,154
frame0192.png,640,360,robot,275,102,300,144
frame0192.png,640,360,robot,188,100,217,155
frame0192.png,640,360,robot,496,73,537,151
frame0192.png,640,360,ball,489,134,508,153
frame0193.png,640,360,robot,271,103,296,145
frame0193.png,640,360,robot,183,100,212,155
frame0193.png,640,360,robot,492,75,533,153
frame0193.png,640,360,ball,485,136,504,155
frame0194.png,640,360,robot,265,101,290,143
frame0194.png,640,360,robot,179,99,208,154
frame0194.png,640,360,robot,482,74,523,152
frame0194.png,640,360,ball,479,135,498,154
frame0195.png,640,360,robot,265,101,290,144
frame0195.png,640,360,robot,175,99,204,154
frame0195.png,640,360,robot,480,74,519,152
frame0195.png,640,360,ball,478,135,497,154
frame0196.png,640,360,robot,264,101,289,144
frame0196.png,640,360,robot,175,99,204,154
frame0196.png,640,360,robot,480,75,519,151
frame0196.png,640,360,ball,477,134,496,153
frame0197.png,640,360,robot,263,97,288,140
frame0197.png,640,360,robot,175,99,204,154
frame0197.png,640,360,robot,481,72,520,148
frame0197.png,640,360,ball,476,130,495,149
frame0198.png,640,360,robot,258,99,283,142
frame0198.png,640,360,robot,170,97,199,152
frame0198.png,640,360,robot,476,74,515,150
frame0198.png,640,360,ball,470,134,489,153
frame0199.png,640,360,robot,252,99,277,142
frame0199.png,640,360,robot,163,97,192,152
frame0199.png,640,360,robot,587,64,640,176
frame0199.png,640,360,robot,466,77,505,153
frame0199.png,640,360,ball,463,135,482,154
